sleep_hours,daily_exercise_mins,screen_time_hours,diet_quality,stress_level,productivity,mood
7.34,2,5.48,7,7,4.39,4.87
9.95,6,4.89,10,5,7.35,5.06
7.5,8,5.29,3,7,2.87,4.03
6.46,7,2.32,8,5,5.34,5.72
4.71,4,0.7,6,6,4.64,3.22
6.67,41,1.64,5,7,5.62,5.78
7.35,11,6.17,6,9,4.99,4.12
6.42,66,2.13,5,4,4.19,5.51
4.5,18,0.69,9,7,5.13,5.95
5.72,3,3.84,6,7,3.86,4.19
9.18,16,5.15,7,7,5.69,6.12
9.15,101,4.08,5,6,6.17,6.38
5.67,17,5.21,7,8,5.04,4.92
8.01,0,6.31,5,7,4.62,4.92
5.23,54,5.14,3,8,3.99,3.61
9.11,5,3.69,8,6,6.15,5.64
7.37,23,2.91,7,8,3.7,6.49
8.42,14,5.54,7,5,5.77,6.07
4.43,8,4.55,5,8,3.57,3.34
8.02,7,2.28,8,4,6.5,5.22
6.99,53,6.6,7,6,5.85,6.48
8.28,49,4.52,6,5,4.6,5.14
8.37,14,5.31,8,4,5.34,6.75
7.1,6,3.22,5,7,4.7,4.57
6.1,2,6.26,8,7,5.21,5.62
8.17,3,0.83,5,5,5.14,6.72
6.91,15,7.35,6,6,5.14,4.13
5.69,7,0.5,4,8,5.42,3.1
5.62,1,1.25,4,7,4.36,4.33
4.78,12,4.5,5,10,4.5,4.55
6.23,27,2.94,6,6,4.8,4.82
8.65,44,3.34,7,5,6.74,6.43
7.27,18,2.94,5,6,5.71,3.91
6.21,26,2.43,7,4,6.27,6.45
8.21,9,4.63,5,5,3.72,5.35
5.75,14,3.9,5,9,3.58,4.88
7.14,26,5.77,7,8,5.68,5.5
6.73,26,4.16,5,6,3.76,4.73
8.17,11,3.17,9,5,5.7,7.41
4.63,16,5.55,7,9,4.46,4.36
5.72,52,0.5,4,5,4.38,3.72
4.54,20,0.5,6,7,3.6,5.16
6.61,21,0.82,5,6,5.93,6.1
8.82,31,3.31,3,7,4.59,4.35
6.24,2,4.78,8,8,4.03,5.04
6.23,15,0.5,8,6,4.74,7.33
8.31,64,3.98,5,7,6.51,5.36
8.6,9,3.29,7,3,6.39,5.5
6.87,7,4.27,8,7,6.2,5.03
8.03,18,0.5,6,5,5.58,5.63
5.38,5,9.23,8,10,4.09,5.27
9.07,16,4.07,7,6,5.29,5.82
10.22,3,1.57,8,4,7.51,7.75
7.78,17,4.26,4,9,3.65,4.76
3.87,18,6.99,6,8,4.93,3.77
6.16,11,1.43,6,6,4.1,5.01
7.92,10,1.01,4,5,4.14,3.29
6.37,6,3.76,4,7,4.37,4.57
8.91,8,3.93,3,6,4.26,5.79
7.88,14,5.42,6,6,4.83,4.89
5.94,6,6.95,5,7,4.77,5.09
7.05,31,5.56,4,6,5.69,4.3
5.66,25,1.22,8,6,5.47,5.5
6.73,6,1.86,7,4,5.29,5.86
6.17,2,2.4,5,8,3.99,5.43
8.76,0,5.56,6,8,5.36,3.74
10.17,18,5.21,6,6,4.3,6.75
4.85,5,6.52,3,9,2.86,3.19
4.12,0,5.12,6,5,3.24,4.59
6.63,9,2.75,9,6,5.88,5.87
4.72,65,3.61,9,6,5.49,5.51
7.07,23,1.08,6,6,5.41,7.11
8.12,39,5.26,5,5,5.57,5.0
9.24,3,2.75,7,5,6.37,6.32
7.3,2,6.45,6,8,3.98,6.43
6.71,0,5.2,6,6,5.54,5.64
4.03,62,7.88,9,7,5.06,3.79
7.04,7,4.84,5,8,4.53,3.58
7.11,12,4.8,8,7,5.31,6.41
7.96,10,3.63,6,7,4.76,5.41
5.94,26,3.23,6,6,5.29,7.03
6.35,7,3.48,3,7,4.06,4.04
4.78,15,6.0,8,6,6.18,5.52
3.56,108,1.3,8,5,5.25,6.04
5.34,12,4.13,6,6,5.48,5.61
4.64,16,0.67,8,6,5.02,6.92
7.51,14,4.75,7,8,5.07,5.6
6.22,33,3.08,4,9,3.53,5.44
6.19,6,5.01,4,8,4.12,4.53
5.52,4,2.52,6,6,4.42,4.9
3.0,28,3.49,3,8,3.29,2.88
9.26,11,5.26,8,5,5.58,5.54
5.5,49,4.25,6,7,4.94,6.3
6.38,21,7.09,6,8,4.44,4.7
4.82,17,3.04,4,8,3.35,2.87
8.46,1,2.86,7,5,5.87,5.6
7.22,26,6.47,6,7,4.92,4.2
5.76,23,3.27,5,6,4.92,5.05
6.41,20,3.17,9,4,6.6,7.42
9.52,6,4.77,8,5,6.66,6.1
6.89,59,3.67,7,6,5.87,4.95
6.73,8,3.38,6,6,4.16,3.3
5.59,3,2.61,5,5,3.95,3.6
4.16,87,6.72,5,8,4.87,3.21
6.76,27,3.7,5,6,5.16,6.42
7.49,11,2.88,7,7,5.06,4.32
8.65,55,3.41,6,6,6.67,6.53
3.63,2,4.71,6,5,3.44,4.31
5.31,2,6.92,9,7,4.16,5.01
6.13,23,3.66,8,5,6.22,5.35
6.99,4,2.27,5,5,5.88,6.44
6.78,50,7.84,7,5,5.1,5.91
6.82,37,4.27,5,8,5.21,3.62
7.61,7,3.79,7,7,5.9,5.22
5.65,44,4.14,9,4,6.02,6.0
8.4,1,1.51,5,7,4.97,4.69
7.65,16,3.91,7,8,4.81,5.5
6.52,55,5.52,9,6,6.07,6.85
9.4,39,6.44,6,5,5.83,6.31
9.33,9,3.28,7,5,6.89,6.91
8.4,4,4.38,9,6,6.86,6.87
3.0,5,6.48,4,10,2.43,3.13
9.37,14,4.08,4,6,5.64,6.58
8.19,18,5.44,4,6,5.13,4.29
10.01,1,4.85,7,5,7.27,5.06
8.86,11,2.67,4,6,5.17,5.78
9.37,35,2.17,7,5,6.79,8.33
8.32,12,6.12,8,5,5.8,6.29
9.02,4,0.5,5,5,6.12,4.9
9.99,62,2.66,5,3,6.39,7.1
7.32,6,1.21,7,6,4.63,4.34
4.64,32,6.12,6,9,5.37,4.14
6.54,4,6.73,2,9,2.7,1.66
7.58,11,2.55,9,5,5.3,5.94
7.11,13,9.53,7,6,5.23,6.98
5.13,14,6.75,5,9,3.64,2.67
4.55,15,4.39,5,9,2.82,4.03
5.89,5,7.0,7,9,4.33,4.98
8.21,15,2.72,6,3,5.47,5.2
9.37,13,3.45,6,6,4.9,7.3
8.37,5,4.93,6,4,5.89,5.27
8.59,89,2.62,5,6,6.27,6.18
6.88,40,1.43,5,6,5.65,5.15
4.39,44,2.12,6,7,3.95,5.15
6.32,23,3.61,5,7,5.17,6.65
6.61,3,4.94,6,7,3.88,4.03
6.25,17,3.32,7,6,5.15,5.56
7.08,34,0.72,9,5,6.05,7.55
7.66,1,4.94,5,8,3.89,3.83
8.28,14,6.55,8,6,6.18,5.76
6.58,10,2.68,9,6,6.06,6.68
4.14,5,7.33,8,6,4.12,3.99
6.28,10,5.74,5,8,3.98,3.83
7.07,82,1.89,5,6,5.72,3.29
8.83,26,2.7,9,5,6.76,6.33
6.15,7,3.37,6,7,3.95,3.32
7.77,19,3.63,6,5,5.29,5.58
7.44,6,0.5,5,6,4.44,3.4
7.07,19,2.49,7,6,5.87,5.25
8.4,45,2.89,2,7,3.1,4.78
6.01,16,7.78,5,9,3.74,3.8
6.14,26,4.45,4,8,4.57,4.62
6.98,12,2.4,9,4,6.25,6.8
6.04,15,3.12,6,8,4.03,3.42
7.76,24,4.85,6,7,3.32,5.31
5.93,33,3.24,6,7,5.06,3.17
7.34,22,2.83,4,7,5.35,4.54
6.85,76,2.89,8,6,6.14,5.64
7.32,34,4.96,5,6,5.63,4.8
6.31,30,1.24,7,7,5.45,5.15
6.49,37,1.83,5,4,5.26,5.63
7.14,7,2.14,6,4,5.71,5.44
7.3,11,1.79,4,6,4.75,4.25
6.99,17,2.35,6,6,6.07,3.57
9.56,12,5.79,8,5,6.77,7.13
5.51,38,6.07,6,8,4.45,3.45
6.9,1,4.54,7,6,6.36,3.96
4.64,5,4.43,6,7,3.64,3.23
7.56,43,2.66,9,3,7.1,7.63
5.33,1,0.5,5,5,4.86,4.37
6.58,5,4.29,6,5,5.64,5.51
6.44,9,4.6,6,6,5.01,3.98
7.42,28,2.65,4,5,4.88,4.81
6.17,16,1.85,6,5,5.03,6.66
6.11,62,1.45,6,6,5.79,5.16
9.15,5,4.34,6,7,7.02,4.79
7.43,41,4.16,6,7,4.24,4.96
6.16,7,6.39,5,7,4.85,4.66
6.62,6,2.39,3,7,4.81,5.17
9.47,14,3.42,6,7,6.31,3.94
6.65,1,4.03,4,7,4.18,4.01
5.97,10,2.9,6,5,4.55,4.45
5.97,9,5.68,5,7,3.8,3.96
6.18,3,6.48,3,8,4.15,2.76
6.11,39,1.79,7,5,6.18,4.86
5.08,10,3.08,7,7,3.43,3.7
5.31,80,6.65,8,8,4.67,4.66
5.76,46,4.65,5,6,4.6,4.51
7.89,4,4.23,6,7,4.68,5.09
6.43,14,4.68,7,8,5.27,5.38
6.69,18,5.31,8,7,4.88,5.61
8.91,34,4.78,3,8,6.8,4.87
8.94,43,4.43,3,7,4.71,5.67
6.58,20,4.02,8,5,4.96,4.83
6.05,1,6.7,3,10,3.87,2.66
5.7,13,3.47,8,7,4.83,4.83
8.04,43,4.0,8,8,6.55,6.03
6.69,25,7.1,7,5,6.16,6.07
6.42,41,4.65,4,10,4.84,4.23
5.78,22,3.87,4,9,3.53,4.76
5.85,1,5.26,6,8,3.06,5.58
7.48,69,4.45,9,4,7.94,6.55
5.03,50,2.52,9,7,4.57,4.27
8.49,3,4.49,7,7,6.92,6.68
6.2,2,2.38,3,6,3.91,3.79
6.78,15,7.65,6,8,4.26,4.42
4.99,28,4.48,6,7,4.01,4.97
6.98,10,2.12,6,7,5.03,5.0
6.51,3,3.21,3,6,3.59,3.95
6.92,14,5.52,6,8,4.95,4.79
9.21,8,1.82,3,6,5.0,4.31
7.27,9,9.44,1,10,2.12,2.26
5.81,21,1.09,6,7,4.11,5.7
5.93,43,5.85,9,7,5.28,6.58
7.89,16,3.03,4,6,3.31,4.96
8.95,23,2.38,5,6,4.46,5.5
7.42,22,5.08,8,6,6.57,6.42
8.03,16,3.09,8,5,6.93,6.06
7.91,7,7.18,6,7,5.55,5.22
9.13,9,1.2,5,3,6.46,7.57
4.08,8,5.12,8,7,4.67,5.74
8.0,50,3.45,4,6,5.6,4.24
8.48,35,4.59,5,7,4.82,5.52
4.99,17,5.03,7,7,5.22,3.69
5.67,49,0.54,3,6,3.8,4.9
5.72,44,4.47,7,9,6.6,4.1
5.91,53,6.18,8,6,5.09,6.9
6.28,5,4.93,9,6,4.7,4.68
7.36,25,3.26,5,9,7.03,3.9
8.3,19,1.17,5,4,4.92,4.69
8.62,26,5.02,7,7,6.29,5.42
5.74,6,7.75,5,7,4.15,4.33
5.73,24,5.32,5,7,4.73,5.17
8.97,11,6.32,7,6,6.53,5.26
7.97,36,5.87,7,7,6.14,6.37
7.12,32,3.21,3,6,3.46,4.22
7.71,5,4.18,4,7,4.75,3.45
6.96,4,5.74,3,7,4.12,4.71
7.79,25,0.84,3,7,5.29,4.4
6.5,16,5.3,4,9,3.9,3.51
7.4,16,6.52,6,8,4.14,6.29
4.73,28,3.9,6,6,3.82,5.15
5.97,39,5.63,2,7,3.64,5.61
5.98,5,2.89,4,7,3.18,3.87
6.44,16,4.08,3,6,3.71,4.31
5.61,35,3.45,6,7,4.38,3.9
6.2,41,4.92,5,9,4.17,5.08
4.73,7,3.79,8,6,6.45,4.45
7.82,2,0.65,6,6,4.69,4.55
6.88,5,2.56,5,6,2.76,4.21
4.44,58,7.89,6,10,4.15,4.02
5.75,12,5.14,5,9,3.29,6.04
7.5,11,0.5,8,5,6.84,6.33
6.19,0,6.42,5,9,3.69,3.76
5.95,1,1.69,7,7,4.9,5.59
6.89,22,5.79,7,5,4.37,5.66
7.52,18,6.58,5,8,4.58,3.38
4.85,17,4.2,3,8,4.27,3.53
7.83,2,2.01,5,6,5.67,6.18
5.8,9,2.57,7,6,5.07,4.9
6.97,33,5.26,3,8,3.24,4.31
6.95,4,1.73,6,7,5.28,5.2
6.21,43,2.84,8,4,6.21,6.91
5.46,3,5.03,9,4,6.28,5.22
6.57,4,2.7,7,5,5.46,5.2
9.44,13,6.84,7,7,6.11,6.17
4.96,58,1.92,6,6,4.74,4.54
9.54,8,0.5,4,5,5.22,5.03
6.61,21,2.44,4,8,4.67,4.85
7.05,18,4.62,3,9,4.08,4.72
5.37,3,5.73,6,8,4.2,3.66
5.84,6,3.18,7,7,4.84,4.55
6.25,53,3.45,6,8,3.51,5.04
5.43,4,3.94,7,6,5.1,5.29
6.69,24,7.48,7,8,5.27,4.71
6.39,67,4.76,4,7,4.3,4.28
9.78,3,3.01,6,7,6.21,6.32
5.25,10,8.1,6,9,3.63,3.08
7.15,5,4.02,5,8,4.54,4.35
7.37,5,0.5,2,6,3.79,1.46
5.39,3,1.23,4,8,3.81,3.89
8.03,21,5.12,5,7,3.81,5.13
6.4,27,0.5,6,5,5.14,5.55
3.26,23,5.0,6,9,4.8,1.82
7.99,52,2.44,9,2,7.25,6.69
5.32,3,6.36,8,8,4.21,5.25
5.43,8,4.34,6,6,4.18,6.42
8.03,8,0.73,6,6,5.02,6.1
6.48,5,5.83,8,5,5.35,7.1
8.38,3,6.73,8,5,5.06,7.22
8.82,13,1.45,7,5,6.69,6.56
6.03,36,2.39,9,6,6.44,6.82
8.19,62,5.0,4,6,5.85,6.8
5.87,3,5.36,6,6,5.15,4.66
10.35,35,8.71,10,6,7.66,6.5
5.96,35,5.78,7,9,4.89,5.19
8.54,10,8.8,6,6,6.09,5.17
8.27,2,4.04,6,3,6.02,5.45
7.47,92,4.77,6,8,5.29,5.78
5.99,21,2.86,9,5,5.69,5.38
6.77,81,2.95,7,5,6.78,5.78
3.77,13,4.29,6,8,4.05,3.34
7.34,10,2.83,3,9,3.65,3.67
7.52,6,0.5,5,6,5.13,4.77
7.2,82,2.67,6,7,5.24,6.91
3.0,6,6.15,6,9,3.72,2.27
5.1,0,4.15,8,7,5.59,5.73
5.88,14,4.16,6,9,3.13,6.17
7.44,9,2.47,8,4,6.27,5.39
7.43,6,4.67,3,8,3.24,4.0
6.74,20,7.32,5,8,3.26,4.3
7.95,9,6.8,7,6,6.26,4.2
5.46,10,4.73,10,5,6.38,6.27
7.92,0,2.29,6,6,5.43,5.69
7.71,18,7.53,7,7,4.8,6.3
7.57,3,6.12,8,6,5.23,6.06
6.73,5,1.04,8,7,4.97,5.79
9.75,25,0.5,7,4,8.19,6.37
7.74,8,1.15,5,3,6.93,4.09
5.55,4,3.01,9,6,5.87,6.02
7.37,17,5.8,4,6,4.6,5.86
8.13,5,5.76,4,9,3.38,3.23
6.12,6,4.68,9,8,4.95,5.99
8.63,19,3.72,7,6,5.87,6.01
7.57,27,8.74,4,8,3.76,3.56
3.49,27,4.07,3,10,3.77,3.93
7.45,13,3.83,3,6,5.76,4.65
6.39,12,2.98,10,6,5.77,6.39
7.81,31,8.42,6,6,5.9,4.09
8.42,4,5.44,5,9,4.84,6.14
7.29,3,1.93,9,4,5.61,5.84
9.5,22,1.69,6,3,7.29,6.83
6.73,11,0.64,5,6,6.03,5.73
7.94,25,3.81,8,6,6.36,6.47
8.21,6,1.0,7,7,5.33,6.53
6.85,8,1.66,7,5,6.04,6.45
8.17,45,6.14,6,7,5.28,7.48
6.11,11,5.78,4,8,4.47,2.84
6.37,18,6.98,4,7,5.1,4.09
5.03,2,1.06,6,5,4.14,5.91
7.36,4,2.0,6,4,5.86,5.51
7.49,1,2.74,7,7,5.04,3.65
8.77,11,7.28,5,6,5.92,6.4
8.19,90,4.13,8,3,7.15,7.31
6.57,41,7.64,4,8,5.27,3.38
5.23,20,5.25,7,8,6.23,4.79
7.65,39,3.78,4,7,4.32,5.33
8.67,18,5.15,6,7,5.62,4.91
8.13,9,0.54,4,8,5.68,4.76
8.63,4,0.5,5,6,5.29,6.05
6.68,21,4.52,4,5,5.06,3.84
6.3,4,4.03,4,7,3.79,4.72
5.89,11,7.87,8,8,3.5,6.26
6.92,35,1.24,3,7,5.08,2.96
6.88,3,4.74,7,7,5.48,5.31
7.31,3,5.39,8,9,4.45,5.71
6.81,5,4.69,7,5,4.95,5.51
6.8,16,6.2,6,5,4.84,5.76
5.83,6,2.74,4,5,4.79,4.55
8.41,14,5.66,3,8,5.06,5.18
7.11,7,5.12,4,7,4.65,5.02
6.74,14,6.33,4,6,3.49,3.51
5.88,7,2.98,6,6,4.45,3.56
5.0,78,1.63,3,7,4.25,3.17
8.96,14,2.74,6,5,5.66,7.35
7.83,27,1.87,6,3,6.67,5.5
4.56,24,2.87,5,8,4.88,4.06
8.14,13,3.33,6,7,5.99,6.22
8.38,5,2.18,8,5,7.13,6.29
7.19,14,4.02,7,6,5.39,6.16
9.4,23,1.64,7,5,6.07,7.14
7.33,12,3.85,5,7,3.91,4.33
4.87,2,3.01,7,5,4.46,3.86
7.55,0,3.76,7,5,4.86,6.37
7.37,8,4.79,6,7,6.22,5.44
6.1,3,3.16,5,6,5.05,4.05
7.86,47,2.44,6,7,4.98,6.57
4.5,4,2.69,10,4,5.35,5.61
8.49,10,6.05,7,9,4.76,5.68
5.68,25,6.55,9,9,4.46,5.45
5.52,34,2.97,3,7,3.7,3.53
6.83,13,3.69,6,5,4.88,4.51
7.65,4,0.59,7,4,5.56,7.17
7.25,6,3.64,7,7,5.2,6.65
5.89,11,1.1,7,5,5.01,4.69
6.24,9,3.02,5,7,5.25,4.35
5.3,9,6.15,8,7,4.68,5.45
6.66,3,1.0,3,8,3.99,4.32
8.61,49,2.2,6,6,5.73,7.4
6.99,1,2.21,6,6,4.91,5.58
8.29,12,0.66,5,7,4.34,5.56
9.18,79,5.73,6,6,6.12,4.93
6.12,22,4.55,2,10,4.16,1.75
6.72,9,7.62,4,8,3.36,3.46
10.26,3,2.01,8,4,7.07,6.77
9.17,66,0.5,6,8,7.14,6.44
4.49,0,5.88,5,8,3.64,4.27
7.58,23,3.28,8,7,5.49,5.88
7.0,42,3.07,8,4,6.62,5.88
8.24,1,6.96,9,6,5.79,6.68
5.88,26,4.34,3,8,4.4,3.47
5.74,135,5.81,8,8,6.3,6.41
5.99,20,2.75,4,6,3.21,3.52
6.14,11,2.55,7,6,4.68,5.52
8.22,41,3.27,7,6,6.18,5.72
5.23,16,5.34,9,5,6.03,6.21
6.07,28,4.1,7,7,5.57,4.96
4.32,18,4.94,7,7,4.94,4.26
8.51,1,0.5,4,6,4.98,4.55
8.91,5,0.5,3,6,4.56,5.93
6.51,2,0.5,4,9,3.68,4.36
6.55,2,3.24,9,6,5.05,7.16
7.68,0,1.2,6,4,7.12,5.85
9.21,11,7.38,9,4,7.78,5.65
7.61,4,3.96,5,6,4.0,5.68
5.95,39,4.43,7,6,5.48,6.2
4.57,28,1.82,6,8,4.21,4.09
5.33,17,1.76,8,5,5.1,4.55
7.11,13,7.1,6,7,5.15,6.39
6.02,6,7.56,6,8,3.76,4.47
7.29,13,4.83,8,9,4.82,6.29
6.17,21,0.5,2,7,4.31,3.32
5.41,30,3.15,6,9,5.33,4.69
5.23,2,4.63,3,8,4.76,3.18
9.34,25,3.54,6,6,6.3,5.93
8.33,27,0.5,5,4,5.22,6.09
9.6,16,7.7,7,7,6.26,3.92
7.81,5,2.33,7,5,5.41,6.55
6.36,15,1.32,5,7,4.65,5.39
8.99,14,3.94,4,7,6.16,4.66
6.95,13,6.37,6,8,5.59,5.13
7.33,12,5.03,8,6,6.19,6.96
6.94,2,1.37,4,6,5.76,4.2
3.0,4,1.04,3,9,1.05,2.75
9.41,2,0.5,3,4,4.92,4.94
7.74,6,3.42,3,10,4.42,2.74
7.49,6,3.05,6,7,5.01,4.93
6.91,6,5.03,3,8,4.66,3.41
7.25,5,2.63,5,7,3.88,5.2
6.1,27,5.95,7,6,5.88,6.15
7.92,34,5.31,2,7,4.71,4.5
5.04,8,2.54,8,6,5.05,4.88
7.28,7,4.78,9,5,4.69,5.67
7.84,37,6.66,9,4,7.98,7.53
6.7,20,2.08,9,5,5.17,7.1
7.56,7,3.57,10,5,5.3,6.36
5.51,25,3.53,6,7,5.04,4.88
5.55,8,3.28,7,8,5.36,5.01
7.36,18,5.6,6,7,4.87,4.53
8.02,98,5.76,7,8,5.54,6.13
4.19,7,4.81,6,10,3.17,2.95
7.78,53,4.72,3,7,5.08,5.96
6.19,8,2.88,3,6,3.62,3.18
6.71,16,4.66,9,4,6.82,5.68
4.99,12,1.43,6,7,3.85,4.99
5.72,31,8.96,9,8,3.82,5.26
8.45,1,6.7,5,7,5.91,4.84
7.05,20,5.91,4,8,3.72,5.27
6.43,29,4.82,6,6,5.32,5.34
6.83,13,4.82,7,6,5.55,5.18
7.73,2,0.62,9,4,5.9,6.28
7.66,6,1.48,6,7,5.64,4.7
6.89,23,1.73,7,7,5.06,4.94
8.64,45,4.12,6,3,5.76,6.01
8.46,11,3.44,9,5,6.33,6.32
7.62,16,5.62,9,6,7.14,5.58
7.08,5,2.07,5,6,5.06,5.57
7.99,11,6.05,7,6,6.08,6.32
7.47,8,2.36,4,7,4.65,3.9
8.59,21,3.16,7,5,5.66,7.08
8.35,84,5.79,5,6,6.09,5.34
5.47,34,5.01,5,10,3.82,2.72
5.37,4,1.5,2,8,3.0,2.36
5.95,17,6.13,8,6,5.63,6.08
8.46,1,4.18,6,7,5.51,6.36
4.64,6,0.5,6,7,3.86,3.96
7.59,4,2.31,7,6,6.11,6.18
7.54,8,3.18,5,7,4.8,4.72
8.74,23,1.66,4,5,6.07,7.23
7.27,14,6.69,7,7,4.56,3.62
4.99,54,3.25,8,5,4.89,5.99
5.56,5,4.92,7,8,4.06,4.91
5.23,9,4.41,9,6,5.15,6.94
6.19,8,5.41,7,6,4.72,5.66
6.73,5,7.35,7,7,5.64,3.5
5.25,100,5.35,7,7,4.87,5.16
9.21,10,7.49,6,7,3.88,5.94
5.01,56,5.4,4,10,3.73,3.12
9.02,10,4.26,6,7,5.83,5.53
8.78,5,4.64,7,6,5.44,5.64
8.35,3,0.5,4,7,5.1,4.58
5.96,39,3.09,3,7,3.59,3.88
7.51,1,3.71,5,5,4.27,4.99
5.08,67,4.88,8,6,5.85,6.19
8.37,11,3.95,7,6,6.12,5.37
6.89,6,4.67,6,6,5.27,4.88
6.39,19,1.35,4,6,4.97,5.14
5.16,3,0.84,6,7,4.71,4.95
3.28,1,1.63,6,8,3.51,2.34
5.44,35,7.14,7,8,5.03,4.01
8.67,11,1.46,10,3,6.49,6.89
6.4,15,2.42,7,5,6.23,4.99
6.75,4,4.21,5,7,5.08,4.38
7.98,1,0.82,4,4,4.1,4.36
9.71,9,2.26,5,7,6.15,3.66
8.99,14,5.35,5,6,5.89,4.69
5.54,29,3.12,7,8,6.51,5.63
4.09,14,7.37,5,10,2.35,3.21
10.54,31,0.6,4,5,5.24,5.84
10.4,2,3.31,7,4,7.25,6.88
7.28,1,3.12,5,6,5.1,4.94
5.09,3,3.98,7,9,3.19,6.46
8.44,30,1.55,4,6,6.78,5.93
6.84,28,2.84,5,5,4.83,4.94
6.83,3,5.58,5,7,4.06,5.22
8.34,1,3.46,7,7,6.02,6.38
7.5,23,1.86,6,7,6.93,5.19
5.22,39,8.16,4,9,3.21,4.3
6.51,28,4.1,4,9,4.55,5.14
7.99,5,5.23,5,5,4.31,4.94
7.77,18,5.53,3,7,4.29,3.37
7.39,28,3.86,5,6,6.31,5.74
8.4,6,2.42,6,5,6.68,5.61
6.46,15,4.4,4,8,3.75,4.3
7.27,8,2.6,8,6,6.29,6.44
3.0,5,4.74,8,8,3.98,5.23
6.33,70,3.67,8,5,6.02,5.84
8.15,49,6.06,7,8,4.33,5.5
6.41,12,1.72,7,6,4.92,5.67
6.3,3,5.44,6,5,3.96,3.79
5.44,26,5.23,7,6,5.05,4.62
8.51,6,3.52,5,5,4.74,6.05
7.82,4,5.46,6,8,3.19,5.07
8.24,10,4.84,6,5,5.69,6.46
4.41,15,5.33,7,6,4.79,4.09
6.76,2,5.21,3,9,3.06,4.74
6.58,17,4.1,6,8,2.99,4.84
6.58,0,2.81,8,5,5.22,5.55
6.08,44,2.78,5,7,4.16,5.49
6.48,51,3.57,6,6,4.27,4.27
8.27,26,5.69,3,8,4.3,4.06
4.13,13,5.26,6,8,3.48,4.11
9.67,6,6.01,3,8,4.06,5.12
7.73,27,6.21,5,7,5.08,3.12
6.94,54,3.57,6,6,5.55,4.87
8.36,3,7.92,5,8,4.25,4.69
4.82,13,3.79,6,7,4.35,4.22
6.0,8,3.01,7,7,4.77,5.5
6.82,9,4.67,6,7,4.06,4.61
9.05,10,4.97,6,6,5.61,4.92
6.93,61,2.52,3,8,5.04,4.94
7.68,6,3.68,6,6,5.01,4.44
6.12,14,3.11,2,9,5.2,2.93
7.73,61,4.28,5,6,5.48,4.86
9.52,13,5.59,9,4,7.02,6.65
8.49,40,3.47,8,5,6.59,5.22
6.88,1,5.15,3,7,4.33,3.55
8.01,61,1.22,5,6,6.22,6.5
7.87,4,5.78,6,7,4.5,4.96
7.76,78,3.09,7,4,6.72,4.72
8.67,4,3.06,8,6,5.79,5.07
8.66,12,4.8,9,7,5.68,5.54
6.81,7,4.91,4,9,3.8,3.81
7.96,11,3.78,6,6,5.16,4.07
6.43,6,2.22,3,8,4.81,4.23
5.62,67,3.04,7,6,4.89,6.8
6.6,7,4.19,7,7,5.1,6.01
6.89,21,4.98,6,7,5.03,5.48
4.51,3,2.35,7,7,4.17,5.22
8.29,35,2.72,4,7,5.94,6.22
3.0,16,4.53,4,8,3.36,3.42
11.0,78,3.83,4,5,5.47,5.6
9.25,11,4.29,7,6,6.99,7.21
6.61,4,0.5,8,9,6.86,5.62
7.01,8,3.41,4,5,6.06,4.28
7.45,27,5.71,5,6,5.28,5.39
6.12,22,2.77,6,6,4.13,4.71
7.29,30,4.97,10,4,6.6,6.39
6.78,2,1.58,5,8,3.55,6.05
6.86,17,0.87,8,5,6.59,4.49
7.27,54,4.84,6,6,5.89,5.41
5.03,2,3.89,5,8,5.36,3.12
7.06,2,3.33,4,6,5.06,3.79
7.25,25,5.69,5,8,4.0,3.59
7.19,8,3.38,8,5,6.67,5.78
6.68,21,2.73,4,8,4.28,5.0
8.71,16,2.52,6,6,5.58,6.25
6.47,85,2.1,4,8,5.23,5.02
7.34,44,4.93,5,7,4.68,4.82
8.95,23,3.38,3,4,4.88,4.58
6.88,6,6.29,10,4,7.75,6.36
7.32,6,0.5,7,7,6.29,6.12
6.86,43,5.85,5,7,5.25,4.56
8.86,18,4.72,8,3,6.54,6.15
6.61,31,3.82,6,6,4.07,6.45
8.93,12,1.42,7,4,7.03,5.67
6.84,2,0.68,9,6,5.46,6.8
5.71,8,5.5,9,5,5.16,4.72
8.02,4,4.48,4,7,5.22,4.14
6.54,30,4.45,6,8,3.63,5.63
7.93,24,3.8,8,5,5.98,6.49
3.0,2,5.7,4,8,2.9,2.47
7.01,19,2.83,6,7,5.55,6.4
6.31,41,3.33,5,8,4.32,3.7
5.41,24,3.65,7,7,3.67,5.34
6.17,14,3.57,7,7,5.06,6.09
6.14,7,6.67,8,6,4.36,5.28
6.93,44,1.49,6,4,6.16,5.88
4.95,11,0.5,4,8,4.62,3.98
7.47,39,1.09,5,5,5.66,4.33
9.05,31,5.37,4,6,4.37,4.76
7.42,34,3.8,5,7,5.18,5.98
8.21,92,0.8,7,6,6.89,6.09
8.64,28,4.2,3,7,4.27,4.47
8.85,1,3.35,5,5,6.35,4.49
9.81,5,5.12,8,7,6.25,5.84
6.25,1,5.59,7,7,4.8,5.36
5.92,4,9.04,5,8,3.73,2.75
8.18,1,1.64,4,4,6.43,3.77
8.06,14,0.5,9,4,7.73,7.65
8.16,1,5.18,7,8,4.92,5.42
9.83,13,5.97,5,5,6.32,4.86
7.02,46,1.45,6,5,5.66,6.14
7.64,28,1.45,8,5,6.7,5.46
