id,sleep_hours,daily_exercise_mins,screen_time_hours,diet_quality_1_10,stress_level_1_10,productivity_score_1_10,mood_level_1_10
11653,7.4,9,0.5,4,5,5.51,4.83
11654,9.52,2,4.75,7,6,5.67,6.0
11655,3.81,88,2.74,7,7,6.26,4.39
11656,5.96,2,0.5,8,7,3.93,5.96
11657,9.2,4,3.68,7,4,7.94,7.27
11658,8.64,13,3.62,6,5,5.55,6.95
11659,7.78,40,3.37,8,6,5.06,5.4
11660,6.33,9,4.1,5,8,3.71,3.15
11661,5.68,29,0.71,7,5,4.42,5.42
11662,6.11,23,5.81,5,6,5.18,5.28
11663,9.32,20,4.7,6,8,5.2,5.7
11664,6.06,37,6.32,9,5,4.05,5.48
11665,7.15,0,2.72,7,4,4.3,6.15
11666,5.87,53,4.69,8,6,4.25,7.74
11667,8.26,35,0.5,8,5,7.27,5.64
11668,6.19,56,2.16,6,5,5.75,6.57
11669,6.85,32,1.09,4,7,3.92,4.38
11670,4.47,42,4.35,3,7,3.31,2.96
11671,4.58,5,1.62,4,8,3.53,4.22
11672,7.01,8,2.96,6,7,4.56,4.83
11673,5.01,8,3.82,2,8,2.61,1.96
11674,10.16,2,3.02,6,6,5.48,6.15
11675,3.91,26,1.2,7,6,5.98,4.79
11676,5.8,3,7.12,3,6,3.18,3.54
11677,7.03,1,4.06,8,6,6.64,5.71
11678,6.45,30,7.14,5,8,4.0,4.07
11679,5.34,47,1.77,3,8,4.5,4.63
11680,5.56,29,3.08,3,9,4.49,3.81
11681,5.51,35,4.0,6,6,4.81,3.5
11682,6.57,18,6.89,6,7,4.29,3.32
11683,9.93,44,7.13,6,5,6.7,7.61
11684,7.12,14,2.96,8,5,5.47,6.65
11685,8.77,89,2.37,6,8,6.13,6.49
11686,7.76,2,3.82,5,6,5.51,4.6
11687,8.67,33,6.23,5,6,4.87,5.77
11688,3.0,21,4.1,8,7,5.2,5.15
11689,6.54,17,4.47,4,8,4.38,4.31
11690,8.96,26,6.21,6,7,5.48,6.2
11691,6.14,37,5.89,6,8,4.88,6.26
11692,9.64,40,5.97,8,7,5.53,5.65
11693,9.23,4,5.24,6,8,6.0,5.32
11694,6.3,4,6.7,4,7,4.16,4.81
11695,6.25,0,1.57,6,7,6.27,4.06
11696,5.48,3,8.5,7,6,4.8,4.44
11697,6.06,6,6.12,6,9,3.81,2.85
11698,5.15,26,3.68,8,5,4.32,6.99
11699,7.64,13,6.22,4,6,4.06,4.29
11700,4.82,28,3.31,6,7,5.12,4.37
11701,7.91,13,4.95,6,7,5.28,4.8
11702,7.94,16,5.18,7,5,4.53,5.95
11703,4.51,2,5.72,8,7,3.15,4.7
11704,9.32,30,3.08,6,4,7.29,4.9
11705,7.77,28,5.77,5,7,4.81,3.63
11706,8.12,7,3.12,6,7,5.17,6.25
11707,5.86,8,5.46,4,8,3.57,4.61
11708,7.93,5,3.96,5,6,5.14,5.66
11709,8.69,34,0.5,7,6,6.75,5.07
11710,6.85,27,2.53,7,7,4.97,6.35
11711,10.0,19,5.7,5,5,6.63,4.79
11712,7.07,5,3.39,5,6,3.73,4.5
11713,8.71,4,6.43,5,6,6.02,4.52
11714,7.44,1,1.57,5,7,5.09,7.3
11715,7.88,1,5.39,6,4,4.45,5.56
11716,4.49,4,3.9,8,8,5.5,4.54
11717,7.56,2,3.51,8,5,6.03,6.24
11718,5.9,16,1.64,4,6,5.08,4.86
11719,5.73,9,4.42,7,7,3.14,4.11
11720,9.62,12,1.98,7,5,5.78,7.61
11721,6.68,18,2.73,6,7,4.75,4.82
11722,5.5,22,3.72,4,9,3.8,1.81
11723,6.46,21,3.27,5,7,5.2,3.91
11724,5.05,6,6.06,7,8,4.81,5.95
11725,9.15,33,0.5,5,5,4.36,6.59
11726,5.96,50,3.64,6,7,4.54,4.71
11727,7.79,8,3.27,4,6,4.43,5.46
11728,9.03,0,3.98,5,6,5.54,4.25
11729,6.25,46,2.91,4,5,5.53,5.46
11730,7.8,51,6.05,6,8,5.89,6.58
11731,5.45,1,3.48,5,7,4.68,3.51
11732,10.67,0,4.27,6,6,5.78,6.77
11733,8.4,34,5.78,5,8,5.49,6.08
11734,6.71,7,4.1,6,5,3.7,3.42
11735,5.84,49,1.46,9,5,6.49,5.45
11736,6.83,5,3.15,5,7,5.66,4.45
11737,6.49,39,3.75,7,6,4.28,6.05
11738,9.93,1,0.71,5,3,6.14,6.51
11739,5.16,6,2.58,6,8,5.07,4.36
11740,7.2,72,3.86,7,7,6.38,5.92
11741,6.97,5,8.02,7,7,5.67,4.41
11742,6.82,3,4.74,7,5,5.37,4.07
11743,6.84,39,4.32,8,5,6.91,6.11
11744,6.83,3,7.38,7,7,5.15,4.8
11745,8.31,2,5.18,8,5,5.75,6.11
11746,7.91,8,5.46,6,7,5.2,5.0
11747,7.63,20,3.19,5,7,5.59,5.54
11748,3.0,25,1.47,7,7,4.1,3.19
11749,7.45,43,4.52,5,9,4.63,5.12
11750,4.52,16,7.64,7,7,4.12,3.14
11751,7.97,10,7.03,4,6,3.33,4.86
11752,9.21,9,5.32,5,7,4.22,5.62
11753,5.61,38,2.63,5,7,3.65,3.61
11754,6.61,26,0.9,7,4,6.13,6.71
11755,6.1,47,2.36,5,6,6.22,5.5
11756,8.85,67,4.44,6,4,5.89,6.07
11757,7.14,7,3.06,6,6,5.04,4.8
11758,9.59,15,6.0,8,6,6.41,6.43
11759,7.62,20,1.02,7,4,4.43,5.24
11760,7.36,4,3.74,7,5,5.64,5.24
11761,7.1,1,2.47,6,5,6.03,6.14
11762,8.23,40,5.98,5,8,4.4,6.13
11763,4.39,15,5.09,4,10,3.01,4.39
11764,7.13,17,2.34,6,4,6.02,6.14
11765,6.89,16,5.71,3,6,3.47,4.19
11766,8.09,28,0.75,6,5,5.84,5.55
11767,6.72,3,0.5,6,4,5.96,4.78
11768,5.44,19,2.23,3,9,2.15,3.37
11769,7.01,13,0.5,6,3,5.84,6.21
11770,5.38,45,3.77,6,6,4.47,4.88
11771,4.11,15,3.84,10,6,5.85,5.11
11772,8.09,57,3.19,6,7,7.08,7.51
11773,7.87,9,5.08,8,6,4.64,4.76
11774,7.7,68,2.55,7,6,5.12,6.68
11775,8.95,42,1.4,6,5,5.75,4.7
11776,6.0,18,2.41,7,7,5.4,4.81
11777,4.85,9,1.56,3,8,3.4,2.63
11778,6.89,9,2.78,6,7,6.01,4.91
11779,6.48,30,5.19,7,7,4.08,5.13
11780,5.74,17,0.5,4,8,3.5,3.25
11781,6.88,10,3.32,6,4,6.58,4.7
11782,6.08,20,5.92,6,6,4.56,4.04
11783,4.25,26,6.14,6,9,5.23,5.74
11784,6.34,0,2.64,4,9,4.43,2.86
11785,5.3,2,8.43,5,9,3.53,3.9
11786,7.35,2,1.9,5,6,5.34,3.27
11787,6.02,5,3.54,7,7,3.48,4.77
11788,8.67,11,1.66,6,7,6.45,6.72
11789,9.41,33,4.87,6,6,6.17,7.02
11790,8.02,9,9.6,6,7,3.32,4.97
11791,4.67,0,7.69,4,9,3.01,3.61
11792,9.26,13,5.69,5,7,5.05,5.34
11793,9.36,114,2.79,5,7,7.39,6.48
11794,7.03,9,3.66,1,9,2.86,2.19
11795,8.98,65,6.23,6,7,6.22,5.05
11796,6.17,2,5.5,6,8,3.77,4.28
11797,4.2,4,4.17,8,7,2.85,5.54
11798,5.86,26,4.28,7,7,3.85,5.89
11799,9.59,14,6.11,7,8,5.59,5.01
11800,4.76,29,6.61,4,8,3.27,3.57
11801,7.0,40,1.0,8,4,6.55,7.7
11802,7.05,6,4.45,6,6,4.58,5.71
11803,6.23,23,5.16,5,8,3.5,4.46
11804,6.33,19,2.94,5,7,4.35,3.97
11805,7.11,40,6.56,5,5,3.79,5.34
11806,6.16,11,3.42,6,8,4.44,5.34
11807,4.87,1,6.61,4,8,1.62,3.19
11808,7.32,17,3.26,6,7,5.32,5.47
11809,8.61,64,4.52,6,6,6.32,5.42
11810,8.3,0,4.47,7,3,6.77,6.55
11811,5.79,5,7.33,6,5,4.07,4.49
11812,5.12,8,5.48,3,7,3.84,2.79
11813,6.57,29,3.08,5,8,3.39,5.49
11814,9.35,8,3.46,4,4,5.7,6.57
11815,7.97,5,3.45,5,8,4.23,3.37
11816,8.06,21,4.04,4,5,4.65,4.75
11817,8.33,1,2.11,10,2,8.11,6.78
11818,7.63,4,3.84,5,7,4.16,4.7
11819,7.18,10,6.74,7,7,5.3,5.62
11820,7.99,9,6.65,5,5,4.98,3.83
11821,6.18,9,0.87,6,5,5.7,5.94
11822,4.88,2,0.55,5,7,3.29,3.51
11823,8.08,9,2.81,5,6,4.07,4.57
11824,8.86,32,0.5,5,6,4.91,6.2
11825,5.32,11,1.47,7,6,3.79,6.1
11826,8.23,18,4.7,6,7,4.99,5.77
11827,9.52,4,3.92,8,3,6.47,6.91
11828,7.0,1,0.56,6,6,5.57,4.63
11829,5.77,42,6.34,6,6,5.2,4.83
11830,7.18,8,3.16,6,7,3.82,4.67
11831,6.17,9,2.96,7,7,5.26,3.91
11832,6.07,42,6.03,6,6,4.36,5.09
11833,7.65,25,4.82,8,6,6.22,6.83
11834,4.59,28,3.92,10,7,3.49,5.32
11835,4.83,23,3.01,7,7,4.46,6.13
11836,7.03,2,5.14,7,6,5.23,4.94
11837,6.97,63,3.13,2,7,4.15,3.58
11838,7.52,48,3.54,8,7,6.02,8.03
11839,9.81,5,1.65,8,3,7.63,7.18
11840,7.16,33,6.29,9,6,5.65,5.92
11841,7.9,11,7.11,7,6,5.94,5.62
11842,5.54,23,4.42,4,8,4.37,3.96
11843,8.15,4,3.03,4,8,4.05,4.22
11844,6.21,15,5.87,4,7,2.17,4.11
11845,7.11,3,5.18,6,7,4.74,4.46
11846,6.84,15,3.11,5,7,5.56,3.7
11847,8.55,6,6.3,8,5,6.7,5.68
11848,5.04,12,3.15,5,6,4.41,3.44
11849,3.58,22,1.43,5,8,3.29,3.57
11850,6.68,42,3.87,6,6,5.75,4.77
11851,7.7,4,6.17,5,5,3.9,6.43
11852,7.23,45,4.21,4,6,5.21,5.08
11853,8.85,10,1.65,3,7,5.56,3.15
11854,7.66,37,3.19,8,5,6.11,5.23
11855,6.15,14,6.39,4,9,2.92,3.79
11856,3.51,40,4.55,5,7,3.74,4.23
11857,6.64,22,3.96,5,7,4.86,4.96
11858,8.54,14,3.74,2,7,3.67,4.76
11859,6.41,7,6.16,7,7,4.42,4.33
11860,7.04,69,6.03,9,5,6.98,8.2
11861,7.63,32,1.2,8,5,6.93,5.86
11862,5.48,10,5.88,5,10,3.68,4.42
11863,7.93,4,5.03,8,6,5.04,4.71
11864,9.46,30,7.19,3,9,3.05,3.47
11865,6.74,92,3.86,7,6,6.26,6.41
11866,5.31,7,6.27,5,5,3.04,4.78
11867,6.9,50,4.94,8,7,5.8,5.15
11868,3.66,3,1.77,6,9,3.16,4.58
11869,7.51,61,6.04,4,7,5.39,5.23
11870,7.68,27,5.62,6,6,4.46,5.58
11871,9.51,9,2.7,6,5,4.93,6.45
11872,6.71,7,4.58,6,8,4.81,4.86
11873,7.61,21,8.22,5,8,4.45,3.81
11874,5.71,18,3.03,4,7,4.6,5.41
11875,6.47,50,5.45,7,5,6.46,6.29
11876,4.71,29,1.81,6,8,4.01,4.3
11877,6.71,16,2.86,7,9,5.43,5.94
11878,6.54,53,5.62,7,5,4.39,6.94
11879,7.45,18,4.51,7,7,4.39,6.27
11880,6.06,38,3.6,9,6,5.76,6.35
11881,7.13,37,7.4,6,6,4.8,4.64
11882,6.5,50,2.16,4,8,3.03,4.04
11883,6.5,1,3.71,5,9,5.37,2.68
11884,7.12,18,4.98,5,8,2.97,4.83
11885,7.06,13,2.26,6,6,4.81,5.22
11886,8.14,13,5.02,8,4,6.72,4.44
11887,6.82,12,6.15,6,8,4.37,2.76
11888,6.48,36,3.77,9,5,6.42,7.56
11889,6.73,8,2.63,9,6,5.15,4.58
11890,5.93,12,3.38,7,6,5.04,5.51
11891,6.46,4,0.5,7,4,6.48,4.4
11892,10.05,6,6.01,5,6,5.15,6.8
11893,5.63,22,4.53,9,7,5.59,6.01
11894,6.58,2,3.65,5,8,4.08,4.8
11895,6.42,4,0.67,8,5,5.68,4.98
11896,6.63,15,6.22,4,7,4.46,4.51
11897,6.5,1,3.12,7,6,4.14,4.85
11898,7.42,3,5.13,8,6,4.67,4.48
11899,4.43,40,3.98,8,7,4.41,4.71
11900,8.56,37,0.77,5,7,6.09,4.97
11901,7.95,9,6.54,6,6,5.76,4.49
11902,5.14,9,6.16,9,7,6.08,5.32
11903,3.6,55,5.53,5,9,3.36,2.41
11904,5.53,1,4.63,5,8,3.46,5.14
11905,6.64,17,1.61,9,7,5.81,6.65
11906,10.87,18,5.74,6,5,5.5,6.29
11907,7.81,31,8.41,6,6,5.84,6.57
11908,4.29,61,4.23,9,6,4.73,4.89
11909,5.97,9,4.27,5,6,3.55,4.61
11910,6.92,12,1.8,5,6,3.88,5.22
11911,7.38,22,0.5,6,6,4.99,4.54
11912,5.03,68,3.28,6,7,4.68,5.61
11913,6.8,44,6.96,5,8,4.01,3.94
11914,5.92,22,6.69,7,8,3.81,5.31
11915,5.34,39,3.87,6,6,5.85,4.9
11916,7.39,2,4.86,6,7,4.59,4.37
11917,8.16,9,1.56,6,4,6.0,5.7
11918,8.26,0,4.22,4,6,5.08,5.2
11919,7.86,4,2.95,5,8,4.33,5.39
11920,6.25,20,4.11,3,8,2.9,2.35
11921,8.07,43,3.45,8,5,5.93,6.9
11922,7.46,20,3.41,6,8,5.28,4.43
11923,7.2,22,5.99,8,6,4.8,4.73
11924,6.08,2,7.93,5,8,4.19,3.89
11925,6.25,22,3.66,8,5,3.57,4.91
11926,7.11,12,6.84,3,9,3.66,3.68
11927,10.66,21,1.52,8,5,7.49,6.66
11928,7.45,8,3.82,6,6,5.88,5.47
11929,6.08,17,1.41,4,8,3.1,4.82
11930,5.75,11,3.38,1,8,3.36,3.89
11931,6.26,16,5.43,7,6,6.16,4.5
11932,10.27,3,6.24,8,5,8.04,6.44
11933,6.4,10,2.44,6,6,4.9,4.14
11934,8.36,9,4.92,7,7,4.76,5.19
11935,6.44,27,6.46,7,8,5.89,4.36
11936,7.39,25,6.18,6,7,5.46,5.44
11937,8.19,48,4.52,8,3,8.05,6.65
11938,6.14,20,2.82,3,9,5.07,3.69
11939,6.04,8,2.62,6,6,3.56,5.56
11940,9.49,31,2.31,7,4,6.97,7.48
11941,8.48,14,3.94,5,6,5.45,4.91
11942,8.19,4,2.35,6,6,6.07,2.81
11943,8.18,28,5.36,4,7,4.84,5.64
11944,7.69,3,4.46,6,8,6.27,5.72
11945,10.03,4,4.37,5,6,5.45,5.17
11946,7.07,28,0.5,5,6,5.05,5.43
11947,7.87,29,4.06,7,5,6.61,7.34
11948,4.82,31,3.08,3,7,3.62,4.97
11949,5.76,7,8.33,4,9,3.37,2.54
11950,5.2,40,1.44,7,7,4.28,4.81
11951,8.91,26,3.59,6,5,5.33,4.64
11952,3.17,36,4.77,5,7,2.69,3.21
11953,6.4,25,2.05,7,7,4.85,4.83
11954,3.0,17,7.86,4,9,1.99,1.0
11955,5.75,2,7.9,4,7,2.79,4.52
11956,6.26,25,2.28,6,5,4.91,6.38
11957,9.08,23,2.82,6,6,6.55,7.01
11958,7.59,7,8.29,5,9,3.37,5.16
11959,5.75,27,6.79,6,9,4.44,2.94
11960,8.6,16,3.26,8,3,7.13,8.24
11961,7.03,16,4.86,6,7,3.85,5.05
11962,7.06,9,1.23,4,7,3.73,4.93
11963,5.2,2,8.39,6,7,5.19,4.92
11964,5.51,5,4.15,2,10,3.11,3.29
11965,5.76,29,5.17,9,4,6.13,7.28
11966,7.07,6,2.13,4,7,4.09,3.9
11967,7.12,0,1.73,6,5,4.85,6.49
11968,9.32,116,4.9,6,6,5.33,5.61
11969,7.58,5,7.83,5,8,3.98,4.84
11970,3.0,21,2.92,8,6,5.09,4.09
11971,7.39,52,2.04,10,5,6.52,7.24
11972,4.82,18,4.61,5,8,5.27,4.9
11973,5.55,32,7.27,7,8,4.24,5.54
11974,5.78,75,2.72,4,6,3.67,4.77
11975,6.0,39,3.5,8,6,6.06,4.68
11976,4.94,16,5.67,8,8,5.36,3.75
11977,7.31,9,5.89,8,5,4.98,6.81
11978,4.88,13,3.43,3,10,3.9,3.18
11979,7.54,37,6.19,5,7,4.55,4.46
11980,10.36,38,5.06,5,8,6.77,5.14
11981,5.01,37,4.03,5,7,5.01,4.73
11982,6.57,18,5.8,8,7,5.25,6.87
11983,3.21,13,5.53,3,9,3.28,2.32
11984,6.55,7,1.91,7,6,5.91,6.16
11985,7.96,0,6.97,7,7,7.03,4.45
11986,8.08,29,4.69,5,8,4.95,5.69
11987,7.12,6,6.75,7,8,3.57,6.26
11988,8.33,8,4.1,7,6,5.1,5.25
11989,10.82,37,4.5,6,4,7.22,7.52
11990,9.57,1,4.8,8,5,5.88,6.75
11991,6.22,53,5.09,5,8,4.15,4.6
11992,4.82,0,7.06,8,7,4.31,3.41
11993,6.39,56,4.93,6,7,6.52,4.18
11994,5.58,12,3.94,5,8,3.33,4.44
11995,7.68,2,6.02,6,9,3.24,4.68
11996,5.23,22,4.86,4,8,5.05,4.0
11997,6.89,45,9.91,5,7,4.98,5.76
11998,8.26,12,4.58,4,8,3.32,3.52
11999,6.85,24,6.48,6,8,4.35,5.93
12000,5.58,78,5.76,8,9,5.68,4.49
12001,8.76,6,0.5,7,4,6.11,6.25
12002,4.18,34,2.53,5,6,3.81,3.72
12003,6.51,7,3.12,6,7,4.82,4.09
12004,6.94,11,1.0,6,6,6.75,6.9
12005,7.02,7,3.21,7,7,4.96,5.48
12006,7.27,12,1.26,9,4,5.86,7.73
12007,7.92,0,1.78,7,6,5.48,4.9
12008,6.95,7,4.48,6,7,4.31,4.85
12009,6.45,12,7.84,6,7,3.14,3.6
12010,6.39,20,1.28,5,5,4.91,3.72
12011,6.08,20,1.57,6,6,4.88,5.36
12012,8.18,18,2.93,7,5,5.37,6.15
12013,6.03,7,3.71,5,8,3.54,4.9
12014,8.27,59,0.92,7,5,6.19,8.59
12015,7.03,10,2.6,6,6,6.19,4.21
12016,6.22,5,2.42,9,6,7.25,5.43
12017,7.93,16,4.64,7,6,6.16,6.21
12018,5.91,28,4.85,7,6,4.84,4.51
12019,7.96,0,3.69,4,7,3.81,4.89
12020,7.32,6,3.24,9,6,5.65,5.73
12021,6.11,35,2.58,7,6,6.65,5.09
12022,7.79,14,4.1,8,7,6.1,4.98
12023,7.82,11,2.05,6,7,5.81,5.7
12024,8.74,53,7.09,6,7,5.29,6.03
12025,8.45,2,1.0,4,5,5.44,5.03
12026,7.74,19,2.69,9,3,7.09,7.3
12027,5.31,8,5.74,7,6,4.37,4.34
12028,10.67,1,3.2,9,5,5.89,9.35
12029,4.89,5,5.34,5,7,3.64,4.68
12030,8.42,20,7.43,7,7,4.17,6.38
12031,7.65,1,5.67,8,5,6.12,4.62
12032,5.24,18,1.6,7,6,4.6,4.97
12033,6.81,63,1.69,5,6,5.9,4.8
12034,6.88,32,3.63,5,8,4.71,4.41
12035,8.96,8,4.89,5,7,6.27,5.51
12036,5.93,3,6.41,10,4,6.12,5.79
12037,6.61,13,2.43,5,8,5.52,4.39
12038,3.5,10,3.03,2,9,3.06,3.41
12039,9.6,71,3.5,6,6,5.87,5.96
12040,5.39,92,3.46,6,8,4.28,5.1
12041,7.49,11,6.99,5,7,5.3,4.06
12042,6.85,3,3.79,5,9,4.44,3.73
12043,6.85,48,4.31,6,5,4.67,5.33
12044,8.21,32,5.82,4,6,4.86,5.98
12045,9.51,14,7.18,9,5,6.29,5.82
12046,7.38,9,3.93,6,5,6.13,5.21
12047,7.98,12,6.52,6,5,5.14,5.4
12048,7.49,46,7.66,8,8,5.82,4.46
12049,8.53,4,3.78,10,4,6.48,6.42
12050,6.31,33,2.87,5,7,4.23,5.35
12051,8.61,0,8.37,7,7,6.04,5.82
12052,8.67,51,6.24,7,7,5.54,6.41
12053,8.62,14,4.02,7,7,6.24,6.1
12054,6.01,5,5.3,8,6,6.07,6.93
12055,6.75,0,1.91,8,7,5.69,5.67
12056,7.36,16,6.22,5,7,4.22,3.85
12057,4.94,6,0.5,8,6,4.08,4.27
12058,9.39,20,6.14,6,6,7.61,5.71
12059,6.98,7,2.56,7,6,6.01,5.2
12060,7.43,2,0.69,7,7,5.84,5.13
12061,6.13,14,0.5,5,7,6.15,5.25
12062,5.01,17,3.05,7,8,5.5,5.79
12063,6.09,12,5.42,7,6,5.53,4.9
12064,7.33,12,1.22,3,6,4.65,3.55
12065,8.01,18,1.53,9,4,6.55,7.21
12066,7.24,15,3.01,5,7,5.92,4.66
12067,7.52,3,5.62,6,7,3.99,4.87
12068,6.49,4,5.87,9,8,5.89,5.12
12069,7.74,3,4.28,7,5,4.19,5.28
12070,9.22,24,5.97,8,6,5.32,5.32
12071,8.06,15,5.38,8,6,5.78,5.89
12072,8.21,11,3.17,5,6,6.35,5.05
12073,7.44,32,5.82,4,7,4.67,4.01
12074,4.75,8,1.43,7,6,4.55,3.52
12075,5.43,17,4.97,7,7,4.14,5.37
12076,7.68,2,1.67,8,3,7.04,5.29
12077,6.98,27,4.29,7,8,5.44,5.33
12078,7.66,24,6.44,5,7,4.79,5.28
12079,9.51,32,4.43,8,4,7.96,5.69
12080,8.09,43,3.97,2,5,3.81,4.25
12081,8.89,28,4.45,8,5,7.52,7.3
12082,7.14,37,5.33,4,7,3.61,4.24
12083,5.79,8,8.27,4,9,2.92,1.7
12084,6.91,8,5.3,10,5,6.56,6.78
12085,5.79,58,2.99,6,10,5.2,4.35
12086,9.34,49,3.58,6,4,6.86,6.37
12087,8.19,16,2.2,4,7,4.76,4.71
12088,7.78,9,1.52,7,6,6.45,6.44
12089,8.85,40,0.5,7,3,7.31,8.01
12090,3.97,8,3.08,5,7,4.68,5.17
12091,7.88,3,1.19,2,9,3.93,5.08
12092,5.03,20,4.19,9,6,5.68,5.27
12093,6.99,1,2.98,5,9,5.39,4.58
12094,6.53,10,1.83,5,6,6.12,3.2
12095,7.99,33,0.5,6,5,5.56,6.55
12096,7.34,7,3.3,5,6,4.06,4.55
12097,9.02,54,0.5,8,3,6.56,6.13
12098,6.1,62,5.41,7,5,4.7,6.71
12099,8.06,34,4.51,7,5,8.21,6.67
12100,7.24,88,3.55,10,5,8.69,8.49
12101,4.55,15,6.9,5,9,3.57,2.98
12102,5.62,17,4.02,8,6,4.52,3.94
12103,6.78,36,4.77,2,10,3.57,4.72
12104,8.67,14,5.37,7,5,6.03,5.53
12105,7.7,10,2.97,10,5,5.23,6.64
12106,5.25,19,2.98,4,6,4.21,5.25
12107,6.79,21,4.08,9,6,6.19,5.11
12108,10.03,28,1.31,4,6,5.31,5.51
12109,7.17,22,7.57,10,6,5.81,5.49
12110,6.51,27,4.32,5,7,5.21,4.62
12111,7.74,22,3.6,5,6,5.25,5.08
12112,8.15,13,8.17,5,8,4.11,3.95
12113,6.32,3,1.8,6,7,4.82,4.65
12114,7.75,31,7.07,6,7,6.24,5.7
12115,6.51,1,5.63,6,8,5.5,5.09
12116,8.08,98,6.23,7,7,5.55,6.52
12117,7.25,35,3.65,6,6,6.44,5.64
12118,7.72,22,4.11,6,7,5.09,4.11
12119,5.86,68,3.31,5,8,5.13,5.74
12120,5.77,19,5.99,7,7,5.3,5.09
12121,8.42,1,4.78,7,6,4.47,6.83
12122,6.88,16,2.88,7,4,5.85,6.15
12123,7.43,6,2.97,6,5,6.22,6.18
12124,6.54,9,3.97,5,7,4.6,3.66
12125,8.35,12,3.34,6,5,5.87,8.12
12126,6.09,30,6.88,6,9,5.01,4.67
12127,6.8,14,5.62,2,8,3.42,4.3
12128,8.18,13,5.61,8,7,5.71,6.39
12129,8.76,7,4.47,6,6,5.75,5.05
12130,6.21,16,2.35,6,7,5.15,4.22
12131,9.94,6,5.39,7,5,5.79,6.44
12132,7.47,6,0.5,5,6,5.88,4.34
12133,5.44,28,4.35,8,6,4.69,6.77
12134,7.55,8,2.38,8,4,5.54,6.53
12135,6.43,1,2.22,4,8,4.1,5.16
12136,7.65,8,3.07,5,8,5.36,5.4
12137,6.94,20,3.83,7,7,4.44,4.57
12138,7.11,34,3.95,6,8,4.84,5.5
12139,5.63,65,5.58,6,7,4.25,5.68
12140,8.49,27,3.65,7,5,5.78,6.25
12141,5.27,11,3.8,3,7,3.05,2.77
12142,5.34,7,1.21,4,5,4.3,3.85
12143,7.55,3,1.47,5,7,3.65,5.25
12144,9.4,20,4.57,7,5,6.64,7.12
12145,6.47,14,5.26,2,9,4.02,2.37
12146,8.05,23,3.48,6,7,4.47,4.96
12147,8.61,5,5.87,5,8,4.84,5.64
12148,8.22,8,1.18,7,5,6.73,5.16
12149,6.53,7,4.8,7,7,3.86,4.98
12150,5.36,32,2.3,9,5,7.03,5.8
12151,3.69,4,2.14,4,6,3.74,4.16
12152,6.61,19,2.47,5,6,4.32,5.11
12153,8.77,1,3.84,6,7,4.9,5.45
12154,5.31,16,4.88,9,6,5.34,5.5
12155,8.05,1,4.73,7,5,5.45,5.94
12156,5.57,4,3.42,6,7,4.82,4.61
12157,7.16,2,5.26,8,7,4.85,6.34
12158,8.06,9,7.37,5,8,4.16,5.34
12159,6.01,8,3.76,8,8,5.09,5.2
12160,7.26,35,4.19,9,4,5.84,7.41
12161,6.38,5,2.78,6,8,4.34,6.53
12162,8.06,2,3.22,3,5,5.32,5.4
12163,7.35,19,6.5,6,5,3.93,5.03
12164,7.08,23,6.52,9,4,6.13,5.13
12165,9.34,7,3.6,7,6,6.42,5.72
12166,7.99,18,4.98,4,5,5.8,5.02
12167,5.96,30,5.84,8,6,5.31,7.26
12168,6.87,9,3.11,7,5,5.29,5.24
12169,6.89,15,1.39,8,6,4.81,7.15
12170,7.12,3,5.38,8,7,4.89,5.73
12171,10.79,0,5.79,5,7,6.27,5.35
12172,7.56,80,5.5,8,4,5.84,5.83
12173,3.95,7,3.25,5,8,2.04,3.42
12174,6.19,7,7.05,4,8,4.61,3.2
12175,4.1,72,4.57,5,8,4.01,3.48
12176,6.51,26,1.7,7,6,6.09,4.47
12177,4.02,18,0.81,5,7,3.22,3.49
12178,5.69,24,3.41,9,5,5.62,5.2
12179,4.72,25,4.45,8,6,4.51,4.93
12180,7.58,29,3.42,7,5,6.07,5.91
12181,7.0,1,7.99,8,8,4.94,4.44
12182,7.45,11,4.81,4,7,4.96,4.14
12183,6.84,7,2.05,8,6,5.37,5.6
12184,4.91,1,0.5,7,7,5.34,5.2
12185,7.77,11,4.47,4,9,3.79,5.13
12186,9.88,19,5.98,5,5,6.38,5.67
12187,7.61,4,7.73,6,7,5.61,4.84
12188,6.36,7,3.6,6,5,5.09,4.2
12189,4.86,20,7.44,6,10,3.03,3.64
12190,5.64,17,1.28,5,7,3.05,3.54
12191,7.68,41,3.31,9,4,6.41,7.26
12192,8.61,31,1.97,4,6,4.57,4.4
12193,7.39,67,5.58,4,8,4.47,5.03
12194,8.2,18,1.4,4,6,6.71,4.66
12195,8.06,24,4.8,5,5,5.13,7.3
12196,7.76,39,1.52,5,6,4.43,5.97
12197,6.01,37,7.52,9,8,4.77,5.93
12198,7.26,25,3.25,5,6,5.72,4.93
12199,5.73,14,4.76,6,8,4.49,5.4
12200,7.03,6,0.5,4,6,5.19,4.83
12201,7.5,42,1.01,5,6,6.79,4.95
12202,9.52,30,2.45,7,5,6.43,7.26
12203,5.04,36,5.7,7,7,5.73,4.75
12204,7.72,3,5.32,8,5,6.15,4.73
12205,9.22,8,6.17,4,6,4.58,4.34
12206,8.14,11,0.98,5,5,6.47,6.54
12207,8.25,36,5.01,7,5,6.13,5.89
12208,7.88,45,2.88,6,6,6.68,6.4
12209,8.95,7,2.38,6,5,5.67,4.91
